AccID,log2FC,Pvalue,FDR,S2_1,S2_2,S2_3,NC_1,NC_2,NC_3,EnsemblID
WASHC4,-1.064741387,4.92E-54,7.40E-53,710,837,822,1287,1712,1497,ENSG00000136051
WASHC5,0.501386197,1.29E-13,6.61E-13,1052,1228,1179,612,799,811,ENSG00000164961
WASHC5-AS1,1.610236522,0.19950978,0.30135571,4,4,5,0,2,2,ENSG00000253167
WASIR1,3.533856053,0.078429607,0.138139854,3,2,2,0,0,0,ENSG00000185203
WASIR2,2.583555884,2.21E-08,8.61E-08,46,57,66,3,4,19,ENSG00000231439
WASL,0.270251383,1.57E-06,5.42E-06,1804,2017,2146,1203,1667,1637,ENSG00000106299
WASL-DT,0.716578508,0.000196854,0.000554499,135,139,140,60,90,80,NA
WBP1,0.318233317,0.092322735,0.158446164,155,124,158,84,107,130,ENSG00000239779
WBP11,0.309621145,2.00E-09,8.32E-09,2103,2475,2382,1484,1775,1832,ENSG00000084463
WBP1L,0.593229932,6.66E-14,3.46E-13,768,914,900,450,547,555,ENSG00000166272
WBP1LP2,0.715957995,0.416635422,0.539670508,6,14,2,4,4,4,ENSG00000250474
WBP1P1,1.089406855,0.048548957,0.091075761,17,27,15,8,11,6,NA
WBP1P2,2.781953074,0.06356053,0.115094824,2,5,8,0,2,0,NA
WBP2,-0.038658563,0.439369059,0.561628276,1899,2228,2164,1596,2124,2160,ENSG00000132471
WBP4,1.585368537,3.45E-30,3.11E-29,327,435,419,98,141,118,ENSG00000120688
WDCP,0.093746209,0.195026747,0.296003563,908,1018,1068,675,902,980,ENSG00000163026
WDFY1,-2.306395501,3.74E-131,1.61E-129,209,211,213,786,1071,995,ENSG00000085449
WDFY2,-0.730135159,4.64E-05,0.000140007,140,141,106,196,206,177,ENSG00000139668
WDFY3,-0.212755795,0.00246942,0.006061528,966,1102,973,910,1202,1091,ENSG00000163625
WDFY3-AS2,0.345293306,0.5648591,0.677130757,10,12,15,10,8,8,ENSG00000180769
WDHD1,-1.006177793,1.72E-49,2.40E-48,616,757,739,1096,1395,1357,ENSG00000198554
WDPCP,-0.145083801,0.58321774,0.6928853,43,72,58,43,63,68,ENSG00000143951
WDR1,0.368246954,4.13E-23,3.03E-22,6043,7210,7084,3975,5210,5128,ENSG00000071127
WDR11,-0.401109875,5.14E-09,2.09E-08,1015,1241,1123,1212,1482,1342,ENSG00000120008
WDR12,0.031228668,0.531311077,0.647260179,1958,2252,2225,1553,2066,2113,ENSG00000138442
WDR13,0.470887764,2.30E-10,1.01E-09,855,993,984,499,674,687,ENSG00000101940
WDR17,0.679338784,0.000630535,0.001678129,122,154,141,56,103,79,ENSG00000150627
WDR18,-0.291761429,1.13E-05,3.60E-05,893,1068,1059,905,1194,1265,ENSG00000065268
WDR19,0.521408295,4.98E-08,1.90E-07,595,703,648,390,418,416,ENSG00000157796
WDR20,-0.307077805,3.01E-06,1.01E-05,849,1014,992,899,1175,1134,ENSG00000140153
WDR24,-0.040015118,0.840224383,0.894416706,85,119,116,84,119,95,ENSG00000127580
WDR25,-0.210793938,0.172339493,0.267781398,151,174,149,145,179,174,ENSG00000176473
WDR26,-0.242486733,3.05E-12,1.47E-11,5565,6246,6259,5475,7094,6856,ENSG00000162923
WDR27,-0.261457092,0.008713873,0.019530485,573,612,537,578,707,584,ENSG00000184465
WDR3,-0.489882995,1.27E-21,8.84E-21,1746,2080,2104,2027,2758,2796,ENSG00000065183
WDR31,1.293316355,2.57E-14,1.36E-13,196,235,215,63,91,86,ENSG00000148225
WDR33,-0.102296317,0.026844365,0.053962826,2304,2558,2490,2031,2603,2539,ENSG00000136709
WDR35,-0.002607439,0.966973005,0.97833141,1312,1529,1469,1067,1525,1338,ENSG00000118965
WDR35-DT,1.557714632,0.03595357,0.069922051,11,15,10,4,3,4,NA
WDR36,-0.114132245,0.014717916,0.031410187,2674,3278,3016,2503,3214,3089,ENSG00000134987
WDR37,-0.226294959,0.006191071,0.01424237,657,771,783,659,925,765,ENSG00000047056
WDR38,1.857469626,0.051631641,0.096171455,8,8,8,2,1,3,ENSG00000136918
WDR4,-0.230295483,0.002433694,0.005978494,641,722,744,647,792,804,ENSG00000160193
WDR41,-0.828353233,7.11E-28,6.01E-27,545,655,599,849,1036,1010,ENSG00000164253
WDR43,-0.983418427,1.79E-121,6.84E-120,2499,2880,2824,3964,5460,5352,ENSG00000163811
WDR44,-0.833233196,4.78E-28,4.06E-27,522,582,566,755,999,952,ENSG00000131725
WDR45,0.236346239,0.031216524,0.061600631,399,434,378,250,338,350,ENSG00000196998
WDR45B,-0.112846135,0.02732688,0.054782953,2123,2448,2546,1861,2564,2586,ENSG00000141580
WDR45BP1,-0.226669759,0.680184971,0.772798887,9,13,18,8,12,23,ENSG00000265574
WDR46,-0.843164024,9.61E-52,1.39E-50,1124,1259,1294,1629,2145,2232,ENSG00000227057
WDR47,-0.650446888,8.10E-15,4.39E-14,541,535,599,706,844,836,ENSG00000085433
WDR48,0.043686891,0.625944382,0.72861076,475,557,560,387,504,513,ENSG00000114742
WDR5,-0.61622397,3.12E-40,3.61E-39,2024,2451,2354,2590,3463,3468,ENSG00000196363
WDR5-DT,2.626315887,0.027826853,0.055658754,7,9,5,2,0,1,NA
WDR53,-0.360773036,0.001993513,0.004957365,282,402,327,299,459,425,ENSG00000185798
WDR54,-0.986141866,4.02E-10,1.73E-09,100,143,118,189,219,239,ENSG00000005448
WDR55,0.017673997,0.763864591,0.837635879,1273,1544,1503,1099,1384,1389,ENSG00000120314
WDR59,0.152734925,0.007193215,0.016360019,1660,1871,1967,1308,1557,1619,ENSG00000103091
WDR5B,0.269978539,0.083388599,0.145422225,183,210,173,114,157,157,ENSG00000196981
WDR5B-DT,0.44312865,0.220190299,0.326685244,29,53,40,23,38,20,NA
WDR6,0.135411368,0.006566059,0.015034435,2202,2481,2413,1591,2090,2203,ENSG00000178252
WDR62,-1.358862658,8.10E-83,1.98E-81,536,610,556,1080,1467,1429,ENSG00000075702
WDR7,-1.093463067,3.43E-27,2.84E-26,259,337,296,468,661,602,ENSG00000091157
WDR7-OT1,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000267225
WDR70,-0.233339298,0.00196836,0.004899789,686,833,788,731,856,868,ENSG00000082068
WDR73,0.822702398,7.92E-05,0.000232875,127,142,115,53,65,80,ENSG00000177082
WDR74,0.063346877,0.485808801,0.605921379,525,667,614,437,526,606,ENSG00000133316
WDR75,-0.46832874,1.31E-23,9.73E-23,2208,2658,2558,2527,3475,3344,ENSG00000115368
WDR76,-2.322651917,4.59E-65,8.38E-64,96,98,91,376,467,452,ENSG00000092470
WDR77,-0.220718207,0.001698514,0.004260778,813,922,967,759,1056,1054,ENSG00000116455
WDR81,0.656024301,8.78E-26,7.01E-25,1795,1896,1772,858,1138,1166,ENSG00000167716
WDR82,-0.300561851,2.19E-11,1.01E-10,2630,3192,2988,2693,3554,3621,ENSG00000164091
WDR82P1,0.586448433,0.687818282,0.778322545,3,2,2,3,1,0,ENSG00000234629
WDR82P2,3.686187969,0.060847454,0.110798053,1,3,4,0,0,0,ENSG00000241318
WDR83,-1.116309054,0.000659291,0.001750225,25,29,21,36,53,60,ENSG00000123154
WDR86,-4.568871437,0.006906672,0.015748927,0,0,0,3,6,3,ENSG00000187260
WDR88,1.685158067,2.22E-05,6.89E-05,55,47,49,19,15,8,ENSG00000166359
WDR89,-0.295156354,0.018210982,0.038119628,207,265,276,230,313,290,ENSG00000140006
WDR90,-0.00863364,0.972858044,0.981762923,65,60,60,46,66,58,ENSG00000161996
WDR91,-0.290485809,0.003978794,0.009454941,341,381,364,343,431,433,ENSG00000105875
WDR93,1.065178562,0.400206024,0.522997856,4,2,5,0,3,2,ENSG00000140527
WDR97,0.379635647,0.554307656,0.667421166,13,11,10,6,5,13,ENSG00000179698
WDSUB1,0.131491189,0.31423924,0.431978858,248,284,251,165,243,245,ENSG00000196151
WDTC1,1.190302672,9.67E-52,1.40E-50,1112,1347,1216,428,549,483,ENSG00000142784
WEE1,-1.07316978,4.25E-59,6.92E-58,706,741,782,1153,1567,1555,ENSG00000166483
WEE1P1,-0.145369875,0.964467029,1,1,0,0,1,0,0,NA
WEE2-AS1,2.078742908,0.000994252,0.002574057,21,18,27,6,1,7,ENSG00000228775
WFDC10B,-1.630550729,0.486310515,1,0,0,1,1,1,1,ENSG00000182931
WFDC13,-1.196087755,0.45694856,0.57883126,1,2,0,3,2,1,ENSG00000168634
WFDC2,-0.438037758,0.817252991,0.876821159,2,0,1,0,3,1,ENSG00000101443
WFDC21P,-0.171468365,0.873128388,0.917615031,5,4,1,5,3,2,ENSG00000261040
WFDC3,-2.340680793,0.042594759,0.08140184,3,1,0,9,5,4,ENSG00000124116
WFIKKN1,0.3354009,0.623603502,0.726845186,9,14,6,5,8,8,ENSG00000127578
WFS1,0.388499185,1.10E-05,3.50E-05,578,686,720,391,478,506,ENSG00000109501
WHAMM,-0.254741864,0.052567778,0.097667636,195,240,253,219,278,246,ENSG00000156232
WHAMMP1,-0.082774148,0.666912953,0.76304642,127,113,110,108,121,107,NA
WHAMMP4,0.336686866,0.4194938,0.542226291,24,35,21,13,24,21,NA
WHRN,0.832235273,8.55E-15,4.62E-14,446,519,489,216,275,250,ENSG00000095397
WHSC1L2P,0.767677752,0.629819527,0.73173089,4,1,2,0,0,4,NA
WIPF1,-0.600823538,0.246769583,0.357625324,9,16,11,16,14,19,ENSG00000115935
WIPF2,0.159531695,0.0028781,0.006986141,1916,2096,2082,1321,1858,1797,ENSG00000171475
WIPF3,2.317375727,2.46E-21,1.70E-20,123,164,170,24,32,27,ENSG00000122574
WIPI1,-0.599023297,0.000971892,0.002518832,91,102,115,107,171,148,ENSG00000070540
WIPI2,0.603443341,8.87E-30,7.93E-29,2004,2321,2282,1074,1419,1464,ENSG00000157954
WIZ,1.029865477,9.17E-81,2.17E-79,2330,2633,2603,963,1159,1243,ENSG00000011451
WLS,0.380490949,0.013650029,0.02936994,169,205,208,119,138,148,ENSG00000116729
WNK1,-0.152143782,1.50E-05,4.71E-05,7904,9107,8548,7368,9399,9016,ENSG00000060237
WNK2,0.501794655,5.86E-11,2.64E-10,999,1087,997,592,684,699,ENSG00000165238
WNK4,-0.829500753,0.081315825,0.142428485,16,12,11,20,19,24,ENSG00000126562
WNT10A,2.143749954,0.036502509,0.070858379,3,9,13,2,1,2,ENSG00000135925
WNT10B,0.330591474,0.513119602,0.631624364,17,16,20,13,9,16,ENSG00000169884
WNT11,-0.509347947,0.552184907,0.665301197,3,6,5,5,10,3,ENSG00000085741
WNT16,-2.871807552,0.00180188,0.004504188,1,2,2,10,14,9,ENSG00000002745
WNT2B,0.965992292,0.000711918,0.001882454,62,67,72,23,35,36,ENSG00000134245
WNT3,-0.793578048,0.025104064,0.050858564,23,28,20,31,44,37,ENSG00000108379
WNT3A,1.678550327,0.029299867,0.058230019,10,15,10,2,4,4,ENSG00000154342
WNT4,-1.317198427,0.026728969,0.053768033,6,5,10,11,17,20,ENSG00000162552
WNT5A-AS1,-0.14537046,0.966080113,1,1,0,0,0,1,0,ENSG00000244586
WNT5B,0.525937455,0.162239719,0.255053886,34,34,36,17,31,18,ENSG00000111186
WNT6,-4.34468873,0.00326036,0.007849212,1,0,0,5,7,8,ENSG00000115596
WNT7B,2.776382771,2.50E-13,1.27E-12,70,73,77,11,7,11,ENSG00000188064
WNT8B,1.569938075,0.201289252,0.303378537,4,3,6,1,2,1,ENSG00000075290
WNT9A,0.578565247,0.04330952,0.082603142,63,55,67,25,44,45,ENSG00000143816
WRAP53,-1.099780236,1.55E-33,1.53E-32,318,364,337,569,710,704,ENSG00000141499
WRAP73,0.107934936,0.198751239,0.300518742,592,697,686,459,573,634,ENSG00000116213
WRN,0.516469347,2.00E-13,1.02E-12,1101,1250,1174,643,838,757,ENSG00000165392
WRNIP1,-2.203542229,1.72E-243,2.17E-241,476,584,596,1836,2595,2518,ENSG00000124535
WSB1,0.050119482,0.329499313,0.448676523,1868,2167,2150,1528,2010,1888,ENSG00000109046
WSB2,-0.143661096,0.001850326,0.004621099,2209,2573,2467,2057,2637,2579,ENSG00000176871
WSCD1,-0.015024748,0.970090534,0.980091467,21,34,21,17,26,27,ENSG00000179314
WT1,-0.836624022,0.004159841,0.00985543,43,31,41,66,58,61,ENSG00000184937
WT1-AS,-2.246326178,3.26E-28,2.80E-27,37,55,44,180,217,185,ENSG00000183242
WTAP,0.375921066,2.46E-11,1.13E-10,2010,2296,2359,1214,1711,1760,ENSG00000146457
WTIP,1.233389199,6.54E-70,1.30E-68,1517,1708,1767,592,659,670,ENSG00000142279
WWC1,0.98288151,9.37E-18,5.66E-17,438,474,463,184,242,206,ENSG00000113645
WWC2,-0.728725581,4.07E-38,4.51E-37,1128,1303,1205,1546,2003,1926,ENSG00000151718
WWC2-AS1,-1.536425931,0.541535624,1,0,0,1,0,1,2,ENSG00000251128
WWC2-AS2,-2.149608153,0.042228906,0.080772673,0,2,3,5,7,8,ENSG00000251359
WWC3,-0.237811278,0.001295382,0.003304393,708,881,841,729,975,897,ENSG00000047644
WWC3-AS1,-0.145370715,0.966716456,1,0,0,1,0,0,1,ENSG00000225076
WWOX,0.502407244,0.046272761,0.087378126,79,77,78,33,63,56,ENSG00000186153
WWP1,-0.140403411,0.029835878,0.059158354,1020,1208,1237,1002,1261,1199,ENSG00000123124
WWP1-AS1,3.126502744,7.77E-05,0.00022851,20,18,19,1,2,3,NA
WWP1P1,0.422013541,0.687566254,0.778187156,3,4,5,3,3,2,ENSG00000244153
WWP2,1.450708907,1.17E-109,3.98E-108,1590,1867,1809,499,622,628,ENSG00000198373
WWTR1,-1.71577807,0,0,3107,3609,3621,8707,11528,10592,ENSG00000018408
WWTR1-AS1,-0.270980562,0.634548388,0.736022722,11,10,11,11,12,12,ENSG00000241313
WWTR1-IT1,-0.790965675,0.40241122,0.525288148,3,2,5,3,5,8,ENSG00000241985
XAB2,-0.458840281,1.55E-11,7.19E-11,856,908,870,913,1220,1164,ENSG00000076924
XBP1,-0.680508895,1.03E-21,7.19E-21,614,738,724,855,1076,1089,ENSG00000100219
XBP1P1,-0.623723477,0.519228376,0.636797691,5,3,2,5,6,3,ENSG00000249947
XDH,-0.018235088,0.92025252,0.948444531,110,156,162,128,120,141,ENSG00000158125
XIAP,-0.564825786,4.00E-25,3.12E-24,1251,1449,1436,1532,2066,1966,ENSG00000101966
XIAP-AS1,-0.997942326,0.338137518,0.457632955,3,4,1,7,5,2,ENSG00000237331
XIAPP1,-2.901563274,0.306390537,1,0,0,0,0,0,4,ENSG00000270294
XIAPP3,-0.106759364,0.96865415,1,0,2,0,0,2,0,ENSG00000180152
XNDC1N,0.875366806,0.198494048,0.300232801,22,16,5,10,4,7,NA
XPA,1.228273672,1.02E-33,1.01E-32,620,633,646,200,270,269,ENSG00000136936
XPC,1.260064725,1.39E-24,1.06E-23,404,431,421,143,169,164,ENSG00000154767
XPC-AS1,0.301537446,0.5293423,0.645511094,18,26,15,15,13,15,NA
XPNPEP1,-0.498073406,2.82E-13,1.43E-12,779,835,868,878,1134,1179,ENSG00000108039
XPNPEP3,0.659232296,1.63E-23,1.21E-22,1305,1538,1502,747,881,863,ENSG00000196236
XPO1,-0.507469694,3.52E-54,5.29E-53,7606,8752,8447,8835,11873,11373,ENSG00000082898
XPO4,-1.523816886,1.20E-176,8.32E-175,1110,1315,1230,2677,3602,3270,ENSG00000132953
XPO5,-0.267474084,1.37E-10,6.05E-10,3040,3547,3423,2972,3990,4006,ENSG00000124571
XPO6,-0.718396069,5.00E-76,1.09E-74,3395,3836,3768,4478,6115,5888,ENSG00000169180
XPO7,0.19121794,1.76E-06,6.05E-06,5270,6160,6164,4013,5126,4836,ENSG00000130227
XPOT,-0.925635658,6.52E-112,2.28E-110,3487,3961,3738,5391,7250,6683,ENSG00000184575
XPOTP1,-0.628601899,0.053376868,0.09895409,24,39,30,32,45,54,ENSG00000214185
XPR1,-0.748923137,7.52E-38,8.30E-37,1001,1126,1109,1339,1793,1821,ENSG00000143324
XRCC1,-0.422380128,8.45E-05,0.000247884,284,326,361,319,439,426,ENSG00000073050
XRCC2,-1.000715005,7.53E-39,8.49E-38,577,745,633,1024,1318,1203,ENSG00000196584
