AccID,log2FC,Pvalue,FDR,S2_1,S2_2,S2_3,NC_1,NC_2,NC_3,EnsemblID
BX842568.3,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000231069
BYSL,-0.630632731,7.68E-18,4.66E-17,627,723,754,804,1046,1114,ENSG00000112578
BZW1,-2.598240005,0,0,1790,2077,1978,8957,11983,11240,ENSG00000082153
BZW1-AS1,-2.527011661,0.13813468,0.222939527,0,0,2,0,3,8,NA
BZW1P2,-2.701345468,1.59E-14,8.48E-14,11,11,14,59,78,76,ENSG00000198406
BZW2,-1.816979315,2.63E-194,2.13E-192,684,726,778,1917,2473,2631,ENSG00000136261
C10orf143,0.050624134,0.950081711,0.967948146,4,8,9,1,10,8,ENSG00000237489
C10orf55,-1.422190652,0.004375949,0.010321959,7,10,11,19,22,27,ENSG00000222047
C10orf62,-0.024302288,0.976856517,0.984626357,5,12,4,12,3,3,ENSG00000203942
C10orf82,0.396434707,0.854570367,1,1,2,0,1,0,1,ENSG00000165863
C10orf88,0.182013496,0.118286978,0.195945298,291,351,321,217,284,270,ENSG00000119965
C10orf88B,-0.027103555,0.915563283,0.945550618,57,62,60,52,59,54,NA
C10orf95-AS1,1.521890435,9.74E-15,5.25E-14,163,181,205,46,55,73,NA
C11orf1,-0.381512523,0.021368179,0.044063252,121,158,173,127,192,219,ENSG00000137720
C11orf16,1.979241591,0.008106105,0.018277903,19,16,8,3,4,3,ENSG00000176029
C11orf24,-0.495534621,3.78E-09,1.55E-08,482,607,533,584,733,759,ENSG00000171067
C11orf42,-0.44572383,0.638859063,0.739427111,4,3,4,2,6,6,ENSG00000180878
C11orf54,-0.973764112,1.73E-05,5.42E-05,52,53,70,84,101,128,ENSG00000182919
C11orf58,-0.285430387,2.15E-09,8.92E-09,2701,3259,3354,2819,3691,3807,ENSG00000110696
C11orf65,0.593197722,0.150845787,0.240040509,27,28,29,12,18,21,ENSG00000166323
C11orf68,-0.63274433,6.51E-16,3.70E-15,513,627,601,667,877,911,ENSG00000175573
C11orf71,1.80963345,6.81E-18,4.14E-17,187,179,190,29,54,63,ENSG00000180425
C11orf80,-0.9021475,6.54E-05,0.000193905,49,59,65,90,109,93,ENSG00000173715
C11orf86,-0.955469642,0.730879594,1,1,0,0,0,1,1,ENSG00000173237
C11orf91,-1.223495681,0.664773875,1,0,0,1,2,0,0,ENSG00000205177
C11orf94,2.166945797,0.016850048,0.035523813,7,13,10,2,2,2,ENSG00000234776
C12orf29,-0.484960003,9.96E-06,3.19E-05,282,304,301,334,412,380,ENSG00000133641
C12orf4,-0.203321783,0.001548434,0.003903063,940,1107,1098,943,1161,1181,ENSG00000047621
C12orf43,0.278768682,0.006001957,0.013844874,452,520,538,298,384,452,ENSG00000157895
C12orf56,-0.543005812,0.007962562,0.01798182,88,78,82,101,122,105,ENSG00000185306
C12orf57,-1.311643927,1.37E-09,5.75E-09,62,62,78,104,146,211,ENSG00000111678
C12orf60,-0.072276388,0.77689009,0.846840957,53,81,61,45,79,63,ENSG00000182993
C12orf71,0.531463277,0.74265013,0.822101278,3,3,0,0,2,2,ENSG00000214700
C12orf73,0.081754596,0.681943126,0.774017909,91,116,139,73,107,118,ENSG00000204954
C12orf75,-1.869014293,2.14E-28,1.84E-27,75,71,68,200,253,259,ENSG00000235162
C12orf76,0.009077734,0.948081737,0.966669855,210,222,214,148,224,215,ENSG00000174456
C13orf46,-1.707056678,0.050543337,0.094319615,5,2,2,8,4,15,NA
C14orf119,0.216992918,0.001082255,0.002789773,1141,1275,1343,861,1068,1003,ENSG00000179933
C14orf132,2.830181947,4.16E-11,1.89E-10,55,59,59,8,6,8,ENSG00000227051
C14orf178,-1.17944183,0.538660151,0.653649019,1,1,0,2,1,1,ENSG00000197734
C14orf180,4.023859463,0.040487127,0.077819138,3,7,0,0,0,0,ENSG00000184601
C14orf28,0.21845909,0.404322817,0.527270274,58,81,63,47,65,45,ENSG00000179476
C14orf93,1.055926528,2.55E-06,8.62E-06,131,115,126,41,52,71,ENSG00000100802
C15orf39,-0.535895067,8.80E-06,2.84E-05,231,246,265,249,355,379,ENSG00000167173
C15orf40,0.240676627,0.081800043,0.143025211,286,242,273,173,219,227,ENSG00000169609
C15orf48,-1.014924267,0.010971823,0.024072507,23,21,13,21,41,45,ENSG00000166920
C15orf61,-0.075062187,0.792863508,0.859173395,47,52,45,39,57,42,ENSG00000189227
C15orf62,0.819693611,0.08127223,0.142384607,23,21,26,11,11,14,ENSG00000188277
C16orf74,0.298460252,0.466497967,0.587921821,19,39,26,15,22,25,ENSG00000154102
C16orf86,1.701534791,0.011211847,0.02455027,14,19,16,1,6,7,ENSG00000159761
C16orf87,-0.55427773,8.20E-08,3.08E-07,314,358,362,391,534,454,ENSG00000155330
C16orf89,0.099151102,0.92266515,0.949891052,4,5,3,4,1,5,ENSG00000153446
C16orf90,3.736153177,0.052895557,0.098144315,4,2,2,0,0,0,ENSG00000215131
C16orf91,-1.264234837,1.70E-14,9.09E-14,81,106,100,173,211,242,ENSG00000174109
C16orf95,0.198895296,0.708576645,0.79532273,14,15,16,14,11,10,ENSG00000260456
C16orf95-DT,0.363834013,0.640961636,0.741134149,6,6,14,1,8,10,NA
C17orf100,0.32047988,0.353405882,0.474117772,38,35,51,33,23,33,ENSG00000256806
C17orf113,1.734360003,1.39E-08,5.50E-08,63,95,80,16,22,27,ENSG00000267221
C17orf114,0.018626438,0.985464488,0.990037563,2,4,6,1,4,6,NA
C17orf49,-0.981995676,0.2040616,0.306948515,3,5,6,7,12,6,ENSG00000258315
C17orf50,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000270806
C17orf58,-0.671102368,1.43E-07,5.31E-07,198,222,230,246,317,381,ENSG00000186665
C17orf67,0.611344009,0.005784328,0.013382062,90,101,106,54,61,61,ENSG00000214226
C17orf75,-0.038290502,0.739508384,0.819363844,274,329,332,249,326,296,ENSG00000108666
C17orf78,0.188918252,0.845729423,0.898931491,4,3,8,3,1,8,ENSG00000278505
C17orf80,-0.169482894,0.065108986,0.117541603,464,605,521,433,602,592,ENSG00000141219
C17orf97,1.309573048,9.82E-07,3.43E-06,72,95,102,30,30,38,ENSG00000187624
C17orf98,3.042667096,0.178196113,1,2,2,1,0,0,0,ENSG00000275489
C17orf99,2.107377416,0.311558012,1,3,1,1,0,1,0,ENSG00000187997
C18orf21,0.025412906,0.843755898,0.897309615,228,258,256,172,250,243,ENSG00000141428
C18orf25,0.171122609,0.002391987,0.005881279,1714,1867,1921,1254,1666,1522,ENSG00000152242
C18orf32,0.409426696,0.134324568,0.217943836,67,59,70,29,57,50,ENSG00000177576
C18orf54,-1.717607027,2.12E-37,2.31E-36,111,124,125,318,381,374,ENSG00000166845
C19orf12,0.714943129,2.17E-18,1.35E-17,805,901,859,374,538,513,ENSG00000131943
C19orf18,2.431744737,0.00055205,0.001477808,26,23,11,5,3,2,ENSG00000177025
C19orf25,-0.127843821,0.212780516,0.317658116,373,453,458,370,414,487,ENSG00000119559
C19orf38,1.381769559,0.082968988,0.14482764,10,9,14,7,3,1,ENSG00000214212
C19orf44,0.558071781,0.001508348,0.003809308,165,180,173,72,134,117,ENSG00000105072
C19orf47,-1.012772421,7.42E-21,5.06E-20,223,256,241,368,473,480,ENSG00000160392
C19orf48,-0.01805761,0.742413425,0.821880511,1447,1614,1608,1195,1545,1560,ENSG00000167747
C19orf53,0.443232416,8.58E-15,4.64E-14,2388,2873,2955,1433,1975,2098,ENSG00000104979
C19orf54,0.175572982,0.255821716,0.367531198,162,202,180,131,155,150,ENSG00000188493
C19orf67,2.339898779,0.069617341,0.124720699,8,4,4,0,2,1,ENSG00000188032
C19orf73,0.99018882,0.089135152,0.15377749,16,24,12,5,7,12,ENSG00000221916
C19orf81,1.191555584,0.317673492,0.435858254,5,3,5,3,0,2,ENSG00000235034
C1D,-0.719012269,5.31E-13,2.65E-12,299,340,373,409,551,556,ENSG00000197223
C1DP1,-3.184916194,0.068999458,0.123714267,0,0,1,2,3,4,ENSG00000231245
C1GALT1,-0.921936276,6.07E-18,3.70E-17,247,263,259,369,485,472,ENSG00000106392
C1GALT1C1,0.230744478,0.006110191,0.01406952,593,713,694,450,554,541,ENSG00000171155
C1GALT1C1L,0.71476865,0.012164319,0.026463385,54,64,71,26,36,43,ENSG00000223658
C1GALT1P1,-0.14537046,0.966080113,1,1,0,0,0,1,0,ENSG00000257818
C1QBP,0.359310803,7.51E-18,4.56E-17,8435,9847,10198,5353,7320,7557,ENSG00000108561
C1QBPP2,-1.216468184,0.544173063,1,0,0,2,2,1,1,ENSG00000213409
C1QL1,-1.272723465,0.027341937,0.054803174,8,8,6,16,17,15,ENSG00000131094
C1QL3,-0.099234507,0.730784659,0.812474247,40,45,51,39,45,48,ENSG00000165985
C1QL4,0.406378811,0.068974726,0.123700098,83,95,93,51,63,72,ENSG00000186897
C1QTNF12,2.026031792,4.39E-08,1.68E-07,68,65,50,12,11,18,ENSG00000184163
C1QTNF2,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000145861
C1QTNF4,2.195335075,0.030234243,0.059817413,12,10,7,0,0,6,ENSG00000172247
C1QTNF6,-0.217304164,0.029424885,0.058421941,468,477,467,373,543,588,ENSG00000133466
C1QTNF7-AS1,0.711350434,0.795391217,1,0,1,1,1,0,0,NA
C1QTNF9B,-0.145370108,0.965136075,1,0,1,0,1,0,0,ENSG00000205863
C1R,1.535033827,1.28E-05,4.05E-05,46,54,60,15,17,18,ENSG00000159403
C1RL,1.115839757,6.84E-16,3.88E-15,299,356,344,129,159,129,ENSG00000139178
C1RL-AS1,0.088949657,0.657512434,0.754993968,91,121,108,82,105,85,ENSG00000205885
C1S,2.916508316,1.66E-34,1.69E-33,206,187,211,20,27,26,ENSG00000182326
C1orf100,0.200550414,0.835734217,0.891487567,3,5,8,1,10,2,ENSG00000173728
C1orf105,0.374062661,0.851367442,0.903153394,2,0,2,0,0,3,ENSG00000180999
C1orf109,-0.610804059,1.22E-16,7.08E-16,611,758,679,787,1034,1021,ENSG00000116922
C1orf112,-1.643875473,1.55E-49,2.16E-48,163,190,200,424,572,577,ENSG00000000460
C1orf115,1.604534611,9.74E-14,5.03E-13,123,170,173,37,48,54,ENSG00000162817
C1orf122,1.622223366,8.12E-51,1.16E-49,663,815,753,184,203,271,ENSG00000197982
C1orf131,-0.267621909,0.004018087,0.009543174,478,579,616,465,655,717,ENSG00000143633
C1orf146,0.201889009,0.895649992,0.93243638,2,1,2,1,1,2,ENSG00000203910
C1orf147,1.018046827,0.36316762,0.484208854,6,3,4,1,2,3,ENSG00000162888
C1orf159,-0.369746838,0.00649485,0.014888392,205,195,236,210,252,286,ENSG00000131591
C1orf162,-0.827180861,0.149284828,0.237910556,9,8,9,12,13,17,ENSG00000143110
C1orf174,-0.643464782,7.18E-16,4.07E-15,649,631,709,745,1051,1043,ENSG00000198912
C1orf198,-0.316092297,9.42E-05,0.000274953,669,818,742,639,914,981,ENSG00000119280
C1orf21,-0.652163656,0.234538704,0.343433013,11,16,6,14,14,19,ENSG00000116667
C1orf21-DT,-2.059310921,0.525646985,1,0,0,0,1,0,1,NA
C1orf216,0.181807566,0.015716564,0.033370267,850,891,887,567,756,790,ENSG00000142686
C1orf220,0.623926951,0.257543556,0.36964365,15,19,14,10,10,8,ENSG00000213057
C1orf226,-0.174448602,0.013076936,0.028254202,829,942,935,759,963,1057,ENSG00000239887
C1orf35,-0.181836151,0.038097534,0.073604716,463,535,545,435,581,576,ENSG00000143793
C1orf43,-1.87637374,5.53E-188,4.22E-186,547,665,661,1724,2183,2343,ENSG00000143612
C1orf50,0.417964384,0.055656964,0.102525986,98,107,94,49,73,83,ENSG00000164008
C1orf52,0.06376882,0.389425203,0.511668796,728,865,839,584,767,764,ENSG00000162642
C1orf53,0.780020814,0.158906162,0.250653185,8,27,23,10,11,9,ENSG00000203724
C1orf54,1.419449552,0.048490419,0.090991164,16,19,6,4,7,3,ENSG00000118292
C1orf56,0.855610093,2.40E-09,9.95E-09,278,285,324,118,145,184,ENSG00000143443
C2,2.560845622,0.000632139,0.00168179,20,18,14,3,4,1,ENSG00000166278
C2-AS1,2.876613636,0.13115529,0.213776918,0,4,5,0,1,0,ENSG00000281756
C20orf144,1.145848252,0.033253405,0.06519406,21,18,21,5,10,10,ENSG00000149609
C20orf173,4.412872421,0.008884927,0.019873468,4,3,6,0,0,0,ENSG00000125975
C20orf181,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000279610
C20orf204,-1.541675667,0.00017586,0.000497525,12,18,11,27,46,36,ENSG00000196421
C20orf27,0.274000512,2.62E-06,8.87E-06,1540,1762,1635,1014,1321,1382,ENSG00000101220
C20orf96,0.89255228,1.07E-08,4.24E-08,260,270,300,142,122,138,ENSG00000196476
C21orf58,-0.821249408,3.26E-13,1.64E-12,251,260,274,359,488,414,ENSG00000160298
C21orf62-AS1,2.531574538,2.06E-07,7.52E-07,39,44,37,4,9,6,ENSG00000205930
C22orf15,1.920747949,0.002397885,0.005894978,15,17,27,5,6,3,ENSG00000169314
C22orf23,0.704268659,0.02637943,0.053178499,55,64,41,28,30,31,ENSG00000128346
C22orf39,-1.202620973,1.39E-17,8.36E-17,132,149,129,222,328,312,ENSG00000242259
C22orf42,-0.951539543,0.751526043,1,0,1,0,0,0,2,ENSG00000205856
C22orf46,2.021360241,4.52E-56,7.05E-55,460,501,534,92,118,125,ENSG00000184208
C2CD2,1.198100634,4.25E-85,1.07E-83,1987,2220,2064,686,937,865,ENSG00000157617
C2CD2L,-0.320205221,0.01242443,0.02698037,227,228,249,213,276,313,ENSG00000172375
C2CD3,-0.11784702,0.173084732,0.268732475,522,588,578,484,615,563,ENSG00000168014
C2CD4C,-0.467392564,0.009769211,0.021671137,107,136,101,122,139,171,ENSG00000183186
C2CD4D,-0.617575241,0.523977244,0.640875207,2,4,4,3,4,7,ENSG00000225556
C2CD4D-AS1,1.917549377,0.162401124,0.255253032,5,4,3,0,1,2,NA
C2CD5,-0.038431145,0.554484667,0.667561392,1018,1098,1142,852,1118,1073,ENSG00000111731
C2CD5-AS1,-0.350852934,0.701560154,0.789779006,5,4,3,4,6,4,NA
C2orf15,1.413633098,0.069697336,0.124843726,14,11,8,6,3,2,ENSG00000273045
C2orf16,-0.589366761,0.177457155,0.273822971,10,32,17,21,28,31,ENSG00000221843
C2orf27A,-1.172537394,1.47E-05,4.64E-05,49,40,34,64,113,78,ENSG00000197927
C2orf42,1.040980001,3.23E-18,1.99E-17,395,496,484,146,236,228,ENSG00000115998
C2orf49,0.051838714,0.533974129,0.649458269,589,754,700,487,667,637,ENSG00000135974
C2orf49-DT,0.302357549,0.096250864,0.164025933,121,154,130,85,107,106,NA
C2orf66,2.759469081,3.79E-06,1.26E-05,34,29,25,2,5,5,ENSG00000187944
C2orf68,-0.031445706,0.762601857,0.836960377,354,384,394,307,369,374,ENSG00000168887
C2orf69,-0.828055739,3.52E-33,3.44E-32,745,929,915,1095,1586,1506,ENSG00000178074
C2orf72,1.404955852,2.90E-10,1.26E-09,114,142,139,33,56,47,ENSG00000204128
C2orf73,4.07013448,0.027042871,0.05430373,6,3,1,0,0,0,ENSG00000177994
C2orf74,0.367319401,0.667902368,0.763827735,2,9,9,3,4,7,ENSG00000237651
C2orf74-DT,1.146578966,1.15E-10,5.11E-10,184,186,202,60,93,83,NA
C2orf76,-0.472801704,0.000445722,0.0012068,165,208,228,209,279,269,ENSG00000186132
C2orf81,0.090535397,0.888842074,0.928160661,9,10,12,10,12,4,ENSG00000284308
C2orf88,-0.317457116,0.448847781,0.570861648,25,23,20,29,31,16,ENSG00000187699
C2orf92,1.351882509,7.82E-07,2.75E-06,109,102,75,32,39,31,ENSG00000228486
C3,2.549726519,2.20E-05,6.84E-05,23,26,34,2,3,8,ENSG00000125730
C3AR1,0.644699997,0.693244083,0.78281518,0,1,6,1,3,0,ENSG00000171860
C3orf18,-0.637992539,0.089632207,0.154477893,22,26,21,20,38,41,ENSG00000088543
C3orf20,2.017084505,0.020130492,0.041772925,12,12,7,2,3,2,ENSG00000131379
C3orf22,3.94240789,0.010542058,0.023219696,9,6,3,0,0,1,ENSG00000180697
C3orf33,-0.013240702,0.979725526,0.986165792,13,19,12,13,11,16,ENSG00000174928
C3orf38,-0.452245378,2.89E-05,8.89E-05,336,512,407,420,583,555,ENSG00000179021
C3orf49,1.169526808,0.054650632,0.100938148,17,14,16,6,8,5,ENSG00000163632
C3orf52,-0.005227258,0.969050894,0.979620715,210,248,253,182,256,210,ENSG00000114529
C3orf62,-0.61738387,0.022525094,0.04618545,43,40,50,56,58,71,ENSG00000188315
C3orf70,-0.721120944,0.647431112,0.746879565,0,1,3,1,1,4,ENSG00000187068
C3orf80,0.785894824,0.181330112,0.278609781,17,26,9,4,12,12,ENSG00000180044
C3orf84,1.675682358,0.657154389,1,0,0,2,0,0,0,ENSG00000236980
C4orf3,0.334024111,1.92E-05,6.00E-05,905,1067,1022,608,704,845,ENSG00000164096
C4orf33,0.016463989,0.956601053,0.972046165,54,36,54,32,53,46,ENSG00000151470
C4orf46,-3.312324979,8.79E-164,5.27E-162,79,93,91,666,873,835,ENSG00000205208
C4orf46P1,1.310658024,0.248531673,0.359294133,2,6,8,0,4,2,NA
C4orf46P2,0.056511186,0.967980181,0.979080871,1,1,5,2,0,4,NA
C4orf46P3,-1.10715394,0.786137378,1,0,0,0,0,0,1,NA
C4orf47,1.311472808,0.059463523,0.108594558,14,11,15,2,9,4,ENSG00000205129
C4orf48,0.437503052,0.008840906,0.019789055,148,185,188,98,114,137,ENSG00000243449
C4orf51,-0.145370721,0.966730975,1,0,0,1,0,1,0,ENSG00000237136
C5,0.534331448,0.002784547,0.006773223,167,157,174,102,97,112,ENSG00000106804
C5AR1,0.236402911,0.715884154,0.801078183,15,10,7,7,12,6,ENSG00000197405
C5orf15,-0.034678793,0.501216597,0.620679881,2010,2498,2321,1778,2339,2233,ENSG00000113583
C5orf22,-0.146242699,0.008648952,0.019404759,1585,1789,1622,1423,1804,1799,ENSG00000082213
C5orf24,-0.332186227,4.87E-08,1.86E-07,1671,1867,1920,1787,2411,2039,ENSG00000181904
C5orf34,-1.121463726,5.96E-19,3.78E-18,156,173,188,277,362,385,ENSG00000172244
C5orf34-AS1,1.984027938,0.0097947,0.021716756,11,12,16,2,4,3,NA
C5orf63,0.672567787,0.015902346,0.033716033,64,57,82,32,39,45,ENSG00000164241
C6orf118,-0.107163179,0.802899286,0.866014247,14,33,23,24,25,18,ENSG00000112539
C6orf120,-0.751289375,1.74E-33,1.72E-32,876,983,978,1163,1620,1569,ENSG00000185127
C6orf136,0.219764842,0.048749716,0.091421265,331,367,377,236,288,315,ENSG00000204564
C6orf141,0.774402018,0.559287558,0.67191297,3,2,4,0,3,2,ENSG00000197261
C6orf163,0.996987154,0.005408852,0.012571432,49,43,40,20,21,19,ENSG00000203872
C6orf226,0.339447622,0.171281822,0.266457188,68,74,79,37,64,59,ENSG00000221821
C6orf47,1.271107771,3.24E-21,2.23E-20,322,373,374,101,144,159,ENSG00000204439
C6orf52,0.434245246,0.211326552,0.315979554,33,36,44,21,27,28,ENSG00000137434
C6orf58,2.994053678,0.225989986,1,0,1,4,0,0,0,ENSG00000184530
C6orf62,-1.593326768,2.17E-197,1.82E-195,1033,1145,1050,2455,3176,3235,ENSG00000112308
C6orf89,0.145149299,0.018289249,0.038252524,1161,1343,1331,866,1134,1154,ENSG00000198663
C7,1.878357232,0.050401567,0.09411878,7,7,10,1,2,3,ENSG00000112936
C7orf25,0.203996699,0.822998395,0.881398543,4,5,7,1,7,5,ENSG00000136197
C7orf31,-1.003417034,0.09697101,0.16515106,10,6,7,8,18,17,ENSG00000153790
C7orf50,-0.107850374,0.078499311,0.138229501,1279,1551,1461,1142,1460,1604,ENSG00000146540
C8G,-1.117639347,0.002909504,0.00705538,20,21,16,30,48,35,ENSG00000176919
C8orf33,0.367489496,1.33E-08,5.26E-08,1256,1332,1305,777,973,995,ENSG00000182307
C8orf44,0.500986357,0.082982041,0.14482764,52,72,54,39,37,37,ENSG00000213865
C8orf58,-0.187122485,0.123416462,0.203145191,261,263,317,243,308,320,ENSG00000241852
C8orf76,0.187050695,0.609326275,0.71489009,26,38,30,20,28,27,ENSG00000189376
C8orf82,0.376686253,0.000851963,0.002227386,388,509,468,237,334,388,ENSG00000213563
C8orf88,-1.420232511,0.442473563,0.564778123,1,0,1,1,1,3,ENSG00000253250
C9orf153,-0.175304163,0.901238478,0.93635718,0,3,4,2,0,5,ENSG00000187753
C9orf163,0.879666674,0.051116386,0.095300272,23,23,35,11,12,17,ENSG00000196366
C9orf24,1.330521864,0.597580825,1,1,2,0,0,1,0,ENSG00000164972
C9orf40,-0.189935214,0.059722778,0.109022871,452,468,503,358,564,566,ENSG00000135045
C9orf43,1.825626646,0.002260556,0.005583027,26,18,18,5,6,5,ENSG00000157653
C9orf72,-1.428764651,5.80E-09,2.35E-08,38,53,33,86,113,104,ENSG00000147894
C9orf78,1.46319303,2.38E-85,6.01E-84,1435,1688,1782,421,568,631,ENSG00000136819
C9orf85,-0.168382639,0.230127486,0.338264853,181,219,207,160,247,215,ENSG00000155621
CA11,0.7139696,1.31E-05,4.16E-05,225,201,243,121,120,128,ENSG00000063180
CA12,-0.44978173,0.333236378,0.452304224,16,18,15,11,22,29,ENSG00000074410
CA13,-3.244709023,0.000286463,0.00079184,0,4,1,10,16,17,ENSG00000185015
CA14,0.08957363,0.783755456,0.8521712,56,39,36,26,40,48,ENSG00000118298
CA15P1,2.46475661,0.003205772,0.007722008,15,19,9,3,4,0,ENSG00000241527
CA15P2,1.654584177,0.663351797,1,0,2,0,0,0,0,ENSG00000273907
CA2,-2.10864021,0.048314422,0.090759329,0,2,3,7,6,6,ENSG00000104267
CA5B,-0.353739434,0.13488351,0.21870589,56,63,69,57,87,75,ENSG00000169239
CA5BP1,-0.707068368,5.83E-07,2.07E-06,134,174,175,207,261,246,ENSG00000186312
CA7,2.704240975,0.010431366,0.022996562,7,6,17,3,1,0,ENSG00000168748
CA9,4.334406428,0.002985532,0.007222068,8,11,5,0,1,0,ENSG00000107159
CAAP1,0.209190061,0.019204155,0.039985989,512,596,613,386,486,479,ENSG00000120159
CAB39,-0.539978671,1.21E-23,9.00E-23,1468,1688,1723,1791,2427,2230,ENSG00000135932
CAB39L,1.584066814,4.43E-33,4.32E-32,389,481,482,94,165,153,ENSG00000102547
CAB39P1,-3.264768271,0.085650004,0.148648768,1,0,0,0,1,9,ENSG00000251303
CABIN1,0.457183294,5.71E-13,2.85E-12,1768,1892,1850,1116,1277,1241,ENSG00000099991
CABLES1,1.661305363,4.56E-19,2.91E-18,186,223,235,42,68,76,ENSG00000134508
CABLES2,1.104966163,8.91E-36,9.32E-35,714,821,837,280,353,369,ENSG00000149679
CABP1,0.145363682,0.917703513,0.946695397,2,2,2,1,1,3,ENSG00000157782
CABP7,2.03839167,0.004589473,0.0108002,17,14,14,3,4,3,ENSG00000100314
CABP7-DT,0.816399412,0.841422154,1,1,0,0,0,0,0,NA
CABYR,0.312338099,0.01319307,0.028472858,271,317,307,177,260,219,ENSG00000154040
CACFD1,2.740861476,2.71E-62,4.69E-61,349,423,401,49,59,51,ENSG00000160325
CACHD1,-0.711992992,2.51E-21,1.74E-20,564,631,601,766,947,959,ENSG00000158966
CACNA1A,1.24770203,3.86E-07,1.39E-06,97,98,102,31,41,42,ENSG00000141837
CACNA1G-AS1,2.534814253,0.085725811,0.148733924,4,6,3,1,0,1,ENSG00000250107
CACNA2D2,1.336215154,2.57E-07,9.34E-07,95,95,89,26,39,36,ENSG00000007402
CACNB1,-0.511803938,0.002011531,0.004998789,111,126,126,134,158,178,ENSG00000067191
CACNB2,-0.737000714,0.147562818,0.235608989,9,13,13,14,23,16,ENSG00000165995
CACNB3,-0.30535322,0.062017656,0.112596898,140,151,138,127,197,160,ENSG00000167535
CACNB4,-1.848597571,2.00E-05,6.23E-05,8,16,9,33,39,35,ENSG00000182389
CACNG4,1.346772791,3.44E-34,3.46E-33,499,626,576,156,220,233,ENSG00000075461
CACNG6,1.304717832,5.67E-08,2.15E-07,98,110,114,29,42,48,ENSG00000130433
CACNG7,0.918265228,6.02E-09,2.43E-08,213,233,247,89,109,136,ENSG00000105605
CACNG8,-0.69519779,6.00E-06,1.96E-05,140,162,139,204,205,236,ENSG00000142408
CACTIN,0.730627121,3.32E-17,1.97E-16,663,750,763,339,436,416,ENSG00000105298
CACTIN-AS1,-0.20015426,0.765093076,0.838317548,11,4,12,5,10,14,ENSG00000226800
CACUL1,0.017916449,0.668968107,0.764525073,3333,3767,3592,2697,3520,3383,ENSG00000151893
CACYBP,-1.070807531,4.71E-130,2.00E-128,2631,3176,3215,4688,6417,6129,ENSG00000116161
CACYBPP2,-1.282730724,0.069283191,0.124172507,3,6,6,9,9,15,ENSG00000177855
CACYBPP3,-0.954563322,0.734431162,1,0,1,0,0,1,1,ENSG00000219188
CAD,0.188437349,5.34E-07,1.90E-06,4637,5242,5133,3410,4297,4257,ENSG00000084774
CADM2,1.572684604,5.90E-17,3.47E-16,173,202,208,50,70,58,ENSG00000175161
CADM2-AS1,1.788738452,0.312011823,0.429400868,0,2,6,1,1,0,ENSG00000239519
CADM4,0.07706102,0.56611371,0.678203111,211,233,243,160,211,222,ENSG00000105767
CAGE1,1.118251211,0.338174147,0.457637163,5,1,8,1,1,4,ENSG00000164304
CAHM,0.514492216,0.386536828,0.508570742,11,14,21,3,16,11,ENSG00000270419
CALB2,0.049007999,0.479172116,0.599474902,864,1065,1024,727,934,930,ENSG00000172137
CALCOCO1,1.717666783,5.63E-72,1.15E-70,878,922,904,221,283,243,ENSG00000012822
CALCOCO2,-0.078995811,0.220587319,0.327110455,1092,1312,1323,1002,1347,1225,ENSG00000136436
CALCRL-AS1,0.648733517,0.015797297,0.033512643,80,76,70,34,60,38,NA
CALD1,0.396002587,4.05E-16,2.32E-15,2782,3181,3359,1797,2359,2280,ENSG00000122786
CALHM2,1.390752397,2.89E-11,1.32E-10,147,166,140,38,58,62,ENSG00000138172
CALM1,-0.594194704,1.84E-38,2.06E-37,2163,2505,2530,2704,3683,3498,ENSG00000198668
CALM2,-1.519303979,0,0,5100,5698,5965,11817,15795,16164,ENSG00000143933
CALM2P2,-1.103567688,0.003695321,0.008825065,25,25,16,24,43,65,ENSG00000229097
CALM2P3,-1.869348723,0.00172296,0.004320134,6,5,8,9,21,35,ENSG00000215482
CALM3,0.1946655,1.60E-05,5.02E-05,7659,8809,8853,5246,7160,7791,ENSG00000160014
CALML4,-0.2864483,0.654365765,0.752595718,12,7,7,9,10,10,ENSG00000129007
CALML6,0.800397567,0.105243731,0.177309312,29,22,16,12,12,11,ENSG00000169885
CALR,0.327627247,1.19E-20,8.05E-20,11683,13930,13444,7656,10151,10518,ENSG00000179218
CALR4P,1.835423815,0.001039958,0.002687341,24,23,26,2,8,9,ENSG00000227742
CALU,-1.058633966,1.43E-181,1.04E-179,3165,3545,3540,5384,7103,6934,ENSG00000128595
CALY,2.55689345,0.182380189,0.279891646,2,1,4,0,1,0,ENSG00000130643
CAMK1,0.006007012,0.985301084,0.989970332,55,54,37,21,58,57,ENSG00000134072
CAMK1D,0.723166979,9.40E-08,3.52E-07,299,383,332,171,168,216,ENSG00000183049
CAMK1G,-0.685889214,0.062602024,0.113498982,19,36,27,34,28,57,ENSG00000008118
CAMK2B,2.346188653,1.04E-15,5.85E-15,101,126,104,18,27,14,ENSG00000058404
CAMK2D,1.319287586,5.68E-32,5.34E-31,475,545,511,162,199,196,ENSG00000145349
CAMK2G,-0.338654397,7.84E-05,0.000230553,478,554,579,542,647,657,ENSG00000148660
